lon,lat,address,city_contribution
-2.932931,54.892473,"Carlisle, UK",26785
-2.9325785,43.2871618,"Sondika, Biscay, Spain",1041501.25
-2.9316,51.358809,"Worle, Weston-super-Mare BS22, UK",17670
-2.9262307,51.105097,"Somerset, UK",431266
-2.919627,54.364703,"Bowness-on-Windermere, Windermere LA23, UK",18999.99
-2.9112964,43.1075643,"48410 Orozko, Bizkaia, Spain",361531
-2.911062,50.928494,"Ilminster TA19, UK",1442143.72
-2.903404,51.703533,"Usk NP15, UK",381610.6
-2.900338,52.906718,"Ellesmere SY12, UK",935996.22
-2.8977829,43.3046887,"48180 Loiu, Bizkaia, Spain",423355
-2.893075,53.193392,"Chester, UK",10826542.62
-2.8912652,43.2353175,"48970 Basauri, Biscay, Spain",256320
-2.8849016,43.2955357,"Derio, Bizkaia, Spain",15510328.15
-2.8732983,43.2119499,"48480 Zaratamo, Bizkaia, Spain",617717.75
-2.8724958,52.1589421,"Weobley, Hereford HR4, UK",211663.75
-2.8621286,43.2803457,"Zamudio, Biscay, Spain",12188901.01
-2.8583339,42.6824479,"01211 Berantevilla, Araba, Spain",21275
-2.856196,51.442108,"Clevedon, UK",65484
-2.852907,53.454594,"Knowsley, UK",33108.5
-2.852196,53.591359,"Burscough, UK",742528
-2.8502302,42.5768716,"26200 Haro, La Rioja, Spain",57000
-2.8447524,43.2313783,"48960 Galdakao, Bizkaia, Spain",188652.8
-2.838524,55.550658,"Selkirk TD7, UK",284187.34
-2.8377656,42.9649882,"Zuia, Álava, Spain",1056196.12
-2.8332799,52.440084,"Craven Arms SY7, UK",9600
-2.8328025,43.2741817,"48196 Lezama, Bizkaia, Spain",61500
-2.82492,48.6014849,"Binic, France",217350
-2.8190749,43.2187353,"48960 Usansolo, Biscay, Spain",324516.8
-2.8007399,54.046575,"Lancaster, UK",29161644.09
-2.7967214,56.3397753,"St Andrews KY16, UK",47573112.88
-2.795877,50.8830079,"Crewkerne, UK",221652
-2.7792444,43.1643497,"48140 Igorre, Bizkaia, Spain",327434.9
-2.77637,53.5503519,"Skelmersdale, UK",51200
-2.7618028,42.3348623,"26320 Baños de Río Tobía, La Rioja, Spain",26141.43
-2.760847,47.658236,"Vannes, France",181156
-2.7553268,52.7073029,"Shrewsbury, UK",1312172.23
-2.7508278,53.4562501,"Saint Helens, UK",172161.5
-2.74629,54.328006,"Kendal LA9, UK",493229
-2.743876,58.936601,"Orkney KW17, UK",310322
-2.742772,52.2257,"Leominster HR6, UK",1061339.8
-2.736329,54.942631,"Brampton, UK",49675
-2.7334793,53.3612704,"Halton, UK",614357.7
-2.733068,43.2204692,"48340 Amorebieta-Etxano, Biscay, Spain",355469
-2.729673,53.342078,"Runcorn, UK",1261443.6
-2.7269756,43.4188248,"48370 Bermeo, Biscay, Spain",115418.5
-2.72191,55.598676,"Melrose TD6, UK",178130.4
-2.718454,51.147427,"Glastonbury, UK",214664
-2.7170297,42.4022984,"26312 Tricio, La Rioja, Spain",23816.18
-2.715974,52.056398,"Hereford, UK",566552.8
-2.7139129,52.367749,"Ludlow SY8, UK",2365120.84
-2.7044052,53.7632254,"Lancashire, UK",37041.6
-2.70309,53.763201,"Preston, UK",6692203.68
-2.6983868,43.2204286,"Biscay, Spain",540149
-2.6965229,43.3948548,"Sukarrieta, Bizkaia, Spain",5821508.04
-2.693835,54.764995,"Kirkoswald, Penrith CA10, UK",444854.26
-2.6890681,42.4060264,"26315 Alesón, La Rioja, Spain",534336.4
-2.6837795,51.6361968,"Newport Rd, Chepstow NP16 5BA, UK",32160.53
-2.6817918,42.8591656,"Vitoria-Gasteiz, Álava, Spain",7238061.98
-2.6803724,42.5681042,"01307 Samaniego, Araba, Spain",161110.14
-2.678481,55.639736,"Earlston TD4, UK",28916.66
-2.6721845,50.972042,"Highfield, Kings Hill, Chilthorne Domer, Yeovil BA22 8RX, UK",773723.15
-2.6685198,42.923475,"01510 Miñano Menor, Álava, Spain",364605.4
-2.6683628,42.9113028,"Parque Tecnológico De Miñano, 01510, Álava, Spain",4078025.25
-2.6636066,43.3033795,"Ajangiz, Biscay, Spain",871844
-2.660954,51.311585,"Compton Martin, Bristol BS40, UK",29554
-2.6553349,43.0430773,"48210 Otxandio, Bizkaia, Spain",156958
-2.6552889,56.733342,"Brechin DD9, UK",493933.44
-2.6461088,42.9170919,"01510 Miñano Mayor, Álava, Spain",134846
-2.6425841,42.9804724,"01170 Legutio, Araba, Spain",367960
-2.6420245,42.4812668,"26350 Cenicero, La Rioja, Spain",22324
-2.635677,42.8512118,"01192 Arcaute, Álava, Spain",15686
-2.633308,50.942061,"Yeovil, UK",4396226
-2.6329588,53.3407186,"Daresbury, Warrington WA4, UK",1195458.55
-2.632596,53.653511,"Chorley, UK",69443
-2.6325074,53.5450645,"Wigan, UK",769238.5
-2.6313339,43.1711864,"Durango, Biscay, Spain",447882.82
-2.6185459,42.5149608,"01340 Eltziego, Álava, Spain",104368
-2.6154266,36.7636819,"04740 Roquetas de Mar, Almería, Spain",406343.5
-2.6112624,43.1510298,"48220 Abadiño, Bizkaia, Spain",215800
-2.6034236,42.3993991,"26371 Sotés, La Rioja, Spain",1603007.35
-2.5969501,53.3900441,"Warrington, UK",7964980.61
-2.58791,51.454513,"Bristol, UK",132587053.18
-2.5619607,42.429811,"26370 Navarrete, La Rioja, Spain",527838.27
-2.5592959,52.5971339,"Much Wenlock TF13, UK",60000
-2.5331845,41.4859291,"42200 Almazán, Soria, Spain",282243
-2.5303161,43.1897926,"48269 Mallabia, Bizkaia, Spain",175000
-2.524102,53.067185,"Nantwich CW5, UK",348829
-2.523856,53.416602,"Birchwood, Warrington, UK",72653
-2.5144829,50.947822,"Sherborne DT9, UK",692021
-2.5037039,43.0322579,"20550 Aretxabaleta, Gipuzkoa, Spain",1397790.6
-2.5037039,43.1873519,"Ermua, Bizkaia, Spain",273293.51
-2.4902081,43.0648865,"20500 Arrasate, Gipuzkoa, Spain",9851877.01
-2.48358,51.431834,"Willsbridge, Bristol, UK",143610
-2.483485,52.903552,"Market Drayton TF9, UK",1481324.9
-2.4790306,41.7665972,"Soria, Spain",51300
-2.4761591,43.2537606,"48277 Etxebarria, Bizkaia, Spain",257145.84
-2.4741454,42.3579176,"26120 Albelda de Iregua, La Rioja, Spain",624768.9
-2.4715422,43.1832096,"20600 Eibar, Gipuzkoa, Spain",18078638.83
-2.4637136,36.834047,"Almería, Spain",1770509.33
-2.4616508,42.4276986,"26140 Lardero, La Rioja, Spain",737253.49
-2.460856,54.972237,"Haltwhistle NE49, UK",731338
-2.457621,50.6144279,"Weymouth, UK",659901.33
-2.446035,50.567189,"Portland DT5, UK",448113.75
-2.445258,52.678419,"Telford, UK",1066961.06
-2.4449852,42.4627195,"Logroño, La Rioja, Spain",9674790.02
-2.443833,53.192565,"Middlewich CW10, UK",682079
-2.4438209,53.100405,"Crewe, UK",389750
-2.441181,50.7111639,"Dorchester, UK",448709.48
-2.4382558,42.4058277,"26141 Alberite, La Rioja, Spain",316348.02
-2.432207,55.600029,"Kelso TD5, UK",447167
-2.4282192,53.5768647,"Bolton, UK",1760676.8
-2.42643,42.347961,"26130 Clavijo, La Rioja, Spain",36946
-2.424549,52.534455,"Bridgnorth, UK",196215
-2.423574,52.033882,"Ledbury HR8, UK",225229.78
-2.4232063,43.1259269,"20570 Bergara, Gipuzkoa, Spain",1023471.2
-2.4171658,43.0341127,"Oñati, Gipuzkoa, Spain",930362.28
-2.4128202,43.2157113,"20870 Elgoibar, Gipuzkoa, Spain",5756837.53
-2.4070497,36.8389173,"04120 La Cañada, Almería, Spain",213256
-2.3900546,37.0516792,"04200 Tabernas, Almería, Spain",2031334.67
-2.3884344,43.2537728,"20850 Mendaro, Gipuzkoa, Spain",642649.75
-2.380745,43.0973325,"20577 Antzuola, Gipuzkoa, Spain",103599
-2.373995,57.283474,"Inverurie AB51, UK",172838
-2.371833,53.3005939,"Knutsford WA16, UK",1429450.17
-2.367382,53.146561,"Sandbach CW11, UK",290556.64
-2.3599039,51.375801,"Bath, UK",25960456.73
-2.355413,51.021222,"Buckhorn Weston, Gillingham SP8, UK",79770.64
-2.3523692,43.296302,"20820 Deba, Gipuzkoa, Spain",251300
-2.351248,51.638025,"Wotton-under-Edge GL12, UK",1393182
-2.3488983,53.3869046,"Altrincham, UK",732753
-2.3376846,53.614659,"T.W.I.G.S (Lancashire), Kirklees St, Tottington, Bury BL8 3NA, UK",163381.6
-2.3315143,43.0523571,"20320 Legazpi, Gipuzkoa, Spain",109826
-2.32607,52.1116462,"Great Malvern, Malvern WR14, UK",1742734.56
-2.323702,53.425561,"Sale, UK",832890
-2.32049,53.648457,"Ramsbottom, Bury, UK",286808.4
-2.320096,51.230751,"Frome BA11, UK",69250
-2.3123031,7.3349414,"Sunyani, Ghana",34860
-2.3116869,42.5614157,"31229 Bargota, Navarre, Spain",60560
-2.3109203,43.1776439,"20720 Azkoitia, Gipuzkoa, Spain",1077127.1
-2.2966054,53.5933498,"Bury, UK",157678.76
-2.2901264,53.4875235,"Salford, UK",5701724.41
-2.2873404,53.0038224,"Keele, Newcastle ST5, UK",8541753.45
-2.279028,51.743881,"Stonehouse GL10, UK",589330
-2.2667322,43.1825979,"20730 Azpeitia, Gipuzkoa, Spain",240863.65
-2.2593466,43.2407929,"20740 Zestoa, Gipuzkoa, Spain",180157
-2.256885,43.2988236,"20750 Zumaia, Gipuzkoa, Spain",836204
-2.2426305,53.4807593,"Manchester, UK",148516347.39
-2.2405035,53.7892877,"Burnley, UK",403971
-2.238156,51.8642449,"Gloucester, UK",1383864.23
-2.229409,53.328,"Wilmslow SK9, UK",1287000
-2.2273002,53.013208,"Newcastle-under-Lyme, UK",331599.53
-2.2272429,54.406371,"Birkdale, Richmond DL11, UK",254502.6
-2.2236667,43.0756299,"Gipuzkoa, Spain",630479.11
-2.221575,52.193636,"Worcester, UK",403803.53
-2.218923,53.162856,"Congleton CW12, UK",156813
-2.217758,51.745734,"Stroud, UK",184995
-2.213848,47.2734979,"44600 Saint-Nazaire, France",1901502.5
-2.209288,56.963661,"Stonehaven, UK",505270.25
-2.208853,51.319664,"Trowbridge BA14, UK",29250
-2.204252,51.8611689,"Barnwood, Gloucester, UK",439117
-2.204252,53.414134,"Heaton Mersey, Stockport SK4, UK",1244160
-2.2003055,43.0457548,"Beasain, Gipuzkoa, Spain",1961227.09
-2.1993337,42.4439698,"31587 Mendavia, Navarra, Spain",38539
-2.193189,53.380149,"Cheadle Hulme, UK",177453
-2.1916542,42.5684868,"31210 Los Arcos, Navarra, Spain",3821315.54
-2.189674,51.431443,"Corsham, UK",605538
-2.181078,51.204629,"Warminster BA12, UK",199998
-2.179404,53.002668,"Stoke-on-Trent, UK",2576634.69
-2.1781902,43.0542139,"Ordizia, Gipuzkoa, Spain",847708.6
-2.1713967,43.284771,"20800 Zarautz, Gipuzkoa, Spain",298702.8
-2.1708139,42.8956348,"31800 Altsasu, Navarre, Spain",245186
-2.15796,51.992265,"Tewkesbury GL20, UK",228585
-2.1575332,53.4106316,"Stockport, UK",774520
-2.1561,53.6097136,"Rochdale, UK",646194.5
-2.1526355,52.2615914,"Droitwich Spa, Droitwich WR9, UK",1862318.42
-2.148731,52.456891,"Stourbridge, UK",688994.44
-2.144045,52.907932,"Stone ST15, UK",325930
-2.1374162,40.0703925,"Cuenca, Spain",178241
-2.12882,52.586973,"Wolverhampton, UK",3455822.8
-2.12066,52.806693,"Stafford, UK",3515828.4
-2.1195157,51.461514,"Chippenham, UK",340994.5
-2.119287,53.258663,"Macclesfield, UK",3174598
-2.1020752,42.2256792,"26580 Arnedo, La Rioja, Spain",1571758.9
-2.094523,53.478764,"Dukinfield, UK",239130.75
-2.094278,57.149717,"Aberdeen, UK",49657671.95
-2.0937209,42.232737,"Av. Logroño, 26580 Arnedo, La Rioja, Spain",216011.8
-2.092264,42.5894973,"31243 Arróniz, Navarra, Spain",47166
-2.089536,47.436929,"44160 Pontchâteau, France",293316
-2.081112,52.512255,"Dudley, UK",253026.25
-2.0782533,51.8993855,"Cheltenham, UK",3407566.98
-2.0773029,42.4227403,"31580 Lodosa, Navarra, Spain",43195
-2.0750946,43.1347544,"20400 Tolosa, Gipuzkoa, Spain",350648
-2.074814,52.109994,"Pershore WR10, UK",1209596.75
-2.072972,57.364597,"Ellon AB41, UK",711142.15
-2.060942,51.947366,"Bishops Cleeve, Cheltenham, UK",3331766
-2.057635,52.585017,"Willenhall, UK",58770
-2.050526,52.449845,"Halesowen, UK",37437.29
-2.0490589,43.2039312,"20150 Aduna, Gipuzkoa, Spain",402504.2
-2.029768,7.0857832,"Bechem, Ghana",24270
-2.025674,48.649337,"St-Malo, France",1489150
-2.021197,43.2186367,"20140 Andoain, Gipuzkoa, Spain",1531693.16
-2.0187484,42.566321,"Allo, Navarra, Spain",132500
-2.0178149,43.2684377,"Lasarte-Oria, Gipuzkoa, Spain",71205
-2.0162787,53.9628495,"Skipton BD23, UK",156960
-2.0109,50.719733,"Hamworthy, Poole BH15, UK",7200
-2.007631,57.693352,"Fraserburgh, UK",529078
-1.9991648,42.2127177,"26560 Autol, La Rioja, Spain",226493
-1.995159,52.517664,"West Bromwich, UK",437311.05
-1.9927105,51.3491996,"Wiltshire, UK",988283.53
-1.987248,50.71505,"Poole, UK",4498420.86
-1.9830004,50.8004646,"Wimborne Minster, Wimborne BH21, UK",1292490.2
-1.982919,52.586214,"Walsall, UK",331920.83
-1.9812313,43.318334,"San Sebastián, Gipuzkoa, Spain",126380051.96
-1.9768497,43.2657928,"20120 Hernani, Gipuzkoa, Spain",549840.09
-1.968243,51.718495,"Cirencester GL7, UK",77390.65
-1.9673133,42.3073551,"26500 Calahorra, La Rioja, Spain",1747762.49
-1.965207,52.492401,"Smethwick, UK",855213.53
-1.9618573,38.0488228,"30412 Barranda, Murcia, Spain",19344
-1.9551331,42.0059071,"26520 Cervera del Río Alhama, La Rioja, Spain",81856
-1.9505489,42.7615782,"31176 Riezu, Navarra, Spain",209454.8
-1.94677,52.092149,"Evesham WR11, UK",1599032
-1.9453542,42.3761612,"31261 Andosilla, Navarra, Spain",310447
-1.940936,52.30897,"Redditch, UK",665098
-1.9367994,42.335722,"31570 San Adrián, Navarra, Spain",947672.83
-1.935967,52.761515,"Rugeley WS15, UK",250097
-1.91483,53.259082,"Buxton SK17, UK",1117560
-1.9142056,52.6110324,"Aldridge, Walsall WS9, UK",184676.5
-1.9129233,53.323988,"Chapel-en-le-Frith, High Peak SK23, UK",215920
-1.912358,53.867795,"Keighley, UK",342340.6
-1.9028082,51.1913022,"Salisbury Rd, Shrewton, Salisbury SP3, UK",206510
-1.900155,34.681962,"Oujda, Morocco",101400
-1.890401,52.486243,"Birmingham, UK",137539049.48
-1.8868324,42.2266943,"26559 Aldeanueva de Ebro, La Rioja, Spain",657537
-1.88394,54.73256,"Wolsingham, UK",217923.8
-1.8735393,52.9098028,"Uttoxeter Bypass, Uttoxeter ST14, UK",6600
-1.867605,52.215311,"Alcester B49, UK",255000
-1.8624156,43.298838,"20180 Oiartzun, Gipuzkoa, Spain",641296.75
-1.8617314,53.8687866,"Sandbeds, Riddlesden, Keighley BD20, UK",282096
-1.8585424,38.994349,"Albacete, Spain",6038035.38
-1.85754,53.72702,"Halifax, UK",555365
-1.8564386,42.2298069,"26550 Rincón de Soto, La Rioja, Spain",739507.32
-1.854492,52.035467,"Broadway, UK",165600
-1.846946,48.072918,"35310 Mordelles, France",174172.5
-1.845337,51.545634,"Blagrove, Swindon SN5, UK",226396
-1.833026,54.851797,"Consett DH8, UK",645931.84
-1.831672,52.681602,"Lichfield, UK",409504
-1.822817,53.925486,"Ilkley, UK",91725
-1.808677,37.5622979,"30890 Puerto Lumbreras, Murcia, Spain",156684.83
-1.7963757,38.0922055,"30430 Cehegín, Murcia, Spain",30820.5
-1.794472,51.068785,"Salisbury, UK",1923421.88
-1.792526,50.9258359,"Fordingbridge SP6, UK",577387
-1.7896135,53.8382402,"Saltaire, Shipley, UK",155734
-1.7888495,43.3381465,"Irun, Gipuzkoa, Spain",300997.44
-1.785035,53.645792,"Huddersfield, UK",7706469.1
-1.7832211,52.049655,"Chipping Campden, UK",2227305
-1.782501,53.699729,"Brighouse, UK",862231
-1.7797176,51.5557739,"Swindon, UK",125987376.33
-1.778586,50.735777,"Christchurch, UK",677294.21
-1.77761,52.411811,"Solihull, UK",2372813.32
-1.77589,53.276798,"Tideswell, Buxton SK17, UK",44743.45
-1.768771,55.246052,"Longhorsley, Morpeth NE65, UK",368800
-1.7648352,42.2412062,"31320 Milagro, Navarra, Spain",111336
-1.759398,53.795984,"Bradford, UK",8080084.2
-1.7502311,37.4058688,"Pulpí, Almería, Spain",27786
-1.7502311,42.1772977,"26540 Alfaro, La Rioja, Spain",1048939.93
-1.743545,54.715131,"Crook DL15, UK",299091
-1.737428,47.326093,"44360 Vigneux-de-Bretagne, France",827060
-1.732179,53.016626,"Ashbourne DE6, UK",653044.85
-1.72885,47.210999,"Couëron, France",312397
-1.708298,52.19173,"Stratford-upon-Avon CV37, UK",99600
-1.707525,53.723048,"Cleckheaton BD19, UK",123372
-1.6979398,38.5068902,"02400 Hellín, Albacete, Spain",236246.75
-1.697018,53.709984,"Liversedge, UK",310900
-1.6968357,37.6735925,"30800 Lorca, Murcia, Spain",197583.5
-1.6959458,42.8235015,"31160 Orcoyen, Navarra, Spain",1178458.1
-1.691032,52.633584,"Tamworth, UK",691154.5
-1.690345,53.338876,"Hope Valley S33, UK",22693
-1.687493,55.16875,"Morpeth NE61, UK",473702
-1.683146,48.153561,"35760 Saint-Grégoire, France",814687
-1.6823291,52.8641681,"Hatton, UK",285056.64
-1.6777926,48.117266,"Rennes, France",11163960.32
-1.6776784,42.5267993,"31300 Tafalla, Navarra, Spain",111640
-1.6760691,42.6953909,"Navarre, Spain",581102
-1.6650396,52.1359767,"Alderminster, Stratford-upon-Avon CV37, UK",532738.96
-1.6550806,50.7531235,"New Milton, UK",11781.96
-1.651444,47.210335,"44800 Saint-Herblain, France",28700
-1.6457745,42.812526,"Pamplona, Navarre, Spain",23443453.16
-1.6452614,53.7202233,"Batley WF17, UK",5120
-1.6371359,52.8140281,"Burton upon Trent, Burton-on-Trent, UK",62332
-1.6333848,42.7592397,"31110 Noáin, Navarra, Spain",2035479.1
-1.6296949,53.689833,"Dewsbury, UK",257200
-1.626916,47.564751,"44170 Nozay, France",551774
-1.6214406,42.7926179,"31192 Mutilva Baja, Navarra, Spain",4800
-1.620486,47.329348,"44119 Treillières, France",136095
-1.6188109,49.6288218,"Cherbourg, France",2083619
-1.6182953,42.8005271,"31192 Mutilva Alta, Navarre, Spain",2701807
-1.61778,54.978252,"Newcastle upon Tyne, UK",96325281.16
-1.6162709,6.6666004,"Kumasi, Ghana",1426321.9
-1.6091232,52.1378192,"Stratford-on-Avon District, UK",46497.6
-1.6063169,42.0613816,"31500 Tudela, Navarre, Spain",52029
-1.603411,54.95268,"Gateshead, UK",1283716.52
-1.602923,48.119472,"35510 Cesson-Sévigné, France",102707
-1.5980928,42.8127607,"31621 Sarriguren, Navarra, Spain",9697230.15
-1.596305,42.734134,"Torres, 31119 Elorz, Navarra, Spain",143792.86
-1.590907,54.803477,"Pity Me, Durham DH1, UK",19170
-1.5903842,42.8297005,"31620 Huarte, Navarra, Spain",174857.5
-1.590062,43.439236,"64210 Bidart, France",3263945.5
-1.584927,52.282316,"Warwick, UK",1149098.9
-1.584852,54.77525,"Durham, UK",65510988.71
-1.5827678,37.4117554,"Aguilas, Murcia, Spain",98836
-1.58073,52.349557,"Kenilworth CV8, UK",706264.2
-1.570677,53.082819,"Wirksworth, Matlock DE4, UK",21048
-1.5659829,55.182978,"Ashington, UK",936100.25
-1.559458,54.52361,"Darlington, UK",1142513
-1.553621,47.218371,"Nantes, France",26955501.61
-1.550638,47.299576,"44240 La Chapelle-sur-Erdre, France",280830
-1.5490774,53.8007554,"Leeds, UK",121243465.2
-1.543763,52.576614,"Atherstone CV9, UK",150000
-1.5419099,50.758531,"Lymington SO41, UK",205000.05
-1.541812,53.99212,"Harrogate, UK",693376.34
-1.5355407,42.7893765,"31192 Aranguren, Navarra, Spain",237447.2
-1.529375,54.991512,"Wallsend, UK",324387
-1.521408,46.985044,"85660 Saint-Philbert-de-Bouaine, France",192000
-1.5200789,52.2851905,"Royal Leamington Spa, UK",1482822.12
-1.519693,52.406822,"Coventry, UK",95499479.4
-1.5196603,12.3714277,"Ouagadougou, Burkina Faso",5106967.6
-1.517995,51.412345,"Hungerford RG17, UK",59631
-1.514699,43.481402,"64600 Anglet, France",330526
-1.514634,53.009479,"Hazelwood, Belper DE56, UK",155916
-1.510277,55.126957,"Blyth, UK",2070702.83
-1.505924,53.683298,"Wakefield, UK",1758044.15
-1.503103,47.205376,"Saint-Sébastien-sur-Loire, France",80160
-1.498302,47.959272,"35150 Janzé, France",225446
-1.49658,50.98893,"Romsey SO51, UK",772024
-1.495762,49.337509,"50250 Varenguebec, France",100065.01
-1.4919233,51.2111975,"Andover, UK",926080.16
-1.486812,47.296241,"44470 Carquefou, France",656990.41
-1.4850544,51.7859365,"Witney, UK",193499
-1.479726,53.55263,"Barnsley, UK",387220
-1.477616,53.0243899,"Belper DE56, UK",254996
-1.474841,43.492949,"Bayonne, France",769855
-1.4746186,52.9225301,"Derby, UK",7631817.78
-1.47102,54.011022,"Knaresborough, UK",6672
-1.470085,53.381129,"Sheffield, UK",115420939.2
-1.465382,52.520489,"Nuneaton, UK",2189687.7
-1.4516577,54.6594559,"Sedgefield, Stockton-on-Tees TS21, UK",35672
-1.4512989,55.046389,"Whitley Bay, UK",489700
-1.4493005,51.4745655,"Great Shefford, Hungerford RG17, UK",29700
-1.449138,55.010762,"North Shields, UK",175966.94
-1.437603,51.691339,"Longworth, UK",240665.96
-1.435265,48.9170299,"50290 Cérences, France",276174.87
-1.4347129,52.366783,"Ryton-on-Dunsmore, UK",26400
-1.429959,54.337961,"Northallerton, UK",451274
-1.427406,54.999424,"South Shields, UK",64701
-1.426453,51.588868,"Wantage OX12, UK",332336.19
-1.426442,46.670511,"85000 La Roche-sur-Yon, France",276857.35
-1.422935,37.8493011,"30840 Alhama de Murcia, Murcia, Spain",244304
-1.421629,53.235048,"Chesterfield, UK",7680222.27
-1.417148,53.700876,"Normanton, UK",138360
-1.4043509,50.9097004,"Southampton, UK",84869952.43
-1.4012039,38.2040853,"30550 Abarán, Murcia, Spain",242867.59
-1.394779,48.070267,"35113 Domagné, France",76240
-1.393817,47.295493,"44470 Mauves-sur-Loire, France",745921.21
-1.384816,53.927056,"Wetherby LS22, UK",1111307.66
-1.383801,54.906869,"Sunderland, UK",2485694.74
-1.382256,53.09745,"Alfreton DE55, UK",27840
-1.376999,51.781605,"Eynsham, Witney OX29, UK",338867.4
-1.37667,52.5454549,"Hinckley, UK",650489
-1.374688,50.967182,"Eastleigh, UK",1218281.5
-1.3688229,53.069159,"Riddings, UK",173431
-1.3677109,52.724569,"Coalville LE67, UK",1466274.78
-1.3635009,53.4326035,"Rotherham, UK",2721198.72
-1.35377,53.013807,"Heanor DE75, UK",1218573
-1.3509303,54.7360617,"Castle Eden, Hartlepool TS27, UK",634882.8
-1.349118,46.014664,"La Brée-les-Bains, France",92518
-1.343484,52.8951545,"Draycott, Derby DE72, UK",265589.27
-1.341738,46.959558,"85600 Boufféré, France",1061710.77
-1.340708,53.1081689,"South Normanton, Alfreton DE55, UK",154611
-1.339775,52.0629009,"Banbury, UK",1804894.2
-1.339493,53.5029116,"Wath upon Dearne, UK",182008
-1.3389549,54.18049,"Dalton, Thirsk YO7, UK",480340
-1.3289821,54.5704551,"Stockton-on-Tees, UK",1022015
-1.3259683,53.4696968,"South Yorkshire, UK",1021640
-1.3231139,51.401409,"Newbury, UK",3915927.81
-1.3221865,38.4763532,"30520 Jumilla DO, Murcia, Spain",409655.7
-1.322114,53.091157,"Pinxton, Nottingham NG16, UK",337569
-1.3167103,50.6927176,"Isle of Wight, UK",195525
-1.316077,51.82052,"Begbroke, Kidlington OX5, UK",339433
-1.3147353,37.5958175,"Mazarrón, Murcia, Spain",76200
-1.313777,46.974347,"85600 Montaigu, France",139678
-1.313244,51.939507,"Middle Aston, Bicester OX25, UK",1671685.2
-1.310142,51.059771,"Winchester, UK",904853.88
-1.3080629,51.0576948,"Hampshire, UK",1698234.6
-1.306978,52.970142,"Ilkeston, UK",528976.35
-1.300533,50.762785,"Cowes PO31, UK",228286
-1.293817,48.619481,"50220 Ducey, France",96820
-1.290961,54.612537,"Billingham, Stockton-on-Tees, UK",1306363.5
-1.290459,51.823398,"Kidlington, UK",376591
-1.2879529,51.67078,"Abingdon OX14, UK",5574498.31
-1.285492,50.759108,"East Cowes, UK",8508004.16
-1.2830851,42.5744349,"31400 Sangüesa, Navarra, Spain",138070
-1.283043,49.686366,"50760 Gatteville-le-Phare, France",20250
-1.279624,51.929405,"Upper Heyford, Bicester OX25, UK",65008
-1.2794744,5.13151,"Cape Coast, Ghana",28034
-1.277134,52.689224,"Markfield, UK",301206
-1.269778,52.898446,"Long Eaton, Nottingham, UK",133000
-1.265032,52.370878,"Rugby, UK",5096599.17
-1.2632303,41.8612258,"50668 Pradilla de Ebro, Zaragoza, Spain",90215.41
-1.2577263,51.7520209,"Oxford, UK",390833477.16
-1.257138,51.516225,"Compton, Newbury RG20, UK",385081.75
-1.2554289,52.844074,"Kingston on Soar, Nottingham NG11, UK",714350
-1.2518029,38.081627,"30564 Lorquí, Murcia, Spain",2104587.41
-1.2464674,51.7612056,"Oxfordshire, UK",1739394.64
-1.24484,51.608044,"Didcot OX11, UK",6238145.35
-1.241713,50.8485889,"Titchfield, UK",718169
-1.234956,54.574227,"Middlesbrough, UK",2041761.4
-1.22543,37.9651348,"Calle D Ua V Edificio Sang la Seca, 30835 Murcia, Spain",497749
-1.2241497,41.3370805,"50400 Cariñena, Zaragoza, Spain",78509
-1.221714,48.838032,"50800 Villedieu-les-Poêles, France",193243.82
-1.2193422,37.9695167,"Alcantarilla, Murcia, Spain",584411.34
-1.2185371,41.7851062,"50690 Pedrola, Zaragoza, Spain",249514
-1.2164563,52.5858013,"Enderby, Leicester LE19, UK",228422
-1.212926,54.691745,"Hartlepool, UK",294596.4
-1.2073261,38.051681,"Molina de Segura, Murcia, Spain",472890.75
-1.206166,52.772099,"Loughborough, UK",22698794.66
-1.199159,52.455995,"Lutterworth LE17, UK",1302112.38
-1.1865868,50.8548464,"Fareham, UK",147642.88
-1.18531,54.471908,"Stokesley, Middlesbrough TS9, UK",203925
-1.177491,47.365464,"44150 Ancenis, France",7200
-1.1754956,37.9529515,"San Ginés, Murcia, Spain",52752
-1.1726873,37.7215156,"30320 Fuente Álamo, Murcia, Spain",560021
-1.165786,51.090113,"Alresford SO24, UK",167139.2
-1.164947,52.257473,"Daventry NN11, UK",96958.14
-1.1581086,52.9547832,"Nottingham, UK",104099624.9
-1.1556962,38.0111896,"30100 Espinardo, Murcia, Spain",142163.9
-1.1535899,51.899603,"Bicester, UK",698841.5
-1.1532939,51.3838496,"Aldermaston, Reading RG7, UK",594346
-1.151139,46.160329,"La Rochelle, France",2967791.96
-1.141512,60.369444,"Vidlin, Shetland ZE2, UK",9850.29
-1.1397592,52.6368778,"Leicester, UK",41381703.48
-1.1365014,42.1257236,"50600 Ejea de los Caballeros, Zaragoza, Spain",501222.62
-1.1335613,51.5974177,"Wallingford OX10, UK",4183236.03
-1.1306544,37.9922399,"Murcia, Spain",12155235.16
-1.128462,53.52282,"Doncaster, UK",1141047.93
-1.1245092,38.0247219,"30110 Cabezo de Torres, Murcia, Spain",128562
-1.122745,53.309302,"Worksop, UK",1494863.61
-1.117547,50.794995,"Gosport, UK",3874
